user_id,age,primary_genre,mood_category,favorite_playlist_type,daily_listening_hours,unique_tracks_per_week,skipped_track_percentage,premium_likelihood,music_discovery_score
95595,50,Hip Hop,Romantic,Study,1.7,25.03583467592779,35.7,0,-2.4175770536414993
89111,37,Rock,Energetic,Commute,1.5,82.34568061787868,36.4,0,12.909039460154053
74929,57,Country,Romantic,Party,2.9,16.337618157699225,55.7,0,3.94
83506,20,Rock,Romantic,Commute,3.4,172.97634742110282,17.5,1,0.6985817522432806
44911,61,R&B,Melancholic,Study,2.3,215.61849764411113,43.1,0,5.33
97127,19,Country,Melancholic,Sleep,2.9,194.36035270743446,42.7,0,6.62
41821,57,Rock,Relaxed,Sleep,6.9095386279995425,172.80346438556768,49.4,0,7.345738924425592
85039,39,Pop,Relaxed,Workout,2.6,61.3389529128622,47.8,0,4.547146765451741
70535,32,Hip Hop,Party,Sleep,2.2,133.56796022833473,34.1,0,0.6739315791818846
94458,27,R&B,Energetic,Party,5.626722996580941,49.35995328248819,14.3,0,1.33
22175,57,Classical,Relaxed,Study,6.5,141.46391572063524,26.5,1,5.15
64771,28,Rock,Melancholic,Commute,3.0,99.34208836559641,47.6,0,4.805147917969134
96925,42,Country,Romantic,Commute,3.5,44.271371595584604,62.8,0,4.32
76358,32,Hip Hop,Party,Party,3.2,120.15201053714412,16.7,1,8.06670369358442
27327,42,Electronic,Relaxed,Sleep,2.1,129.69938992170145,15.7,0,-3.950462582516363
57057,41,Pop,Romantic,Study,4.4,44.64095174442748,11.4,1,3.8068464983501507
16150,46,Hip Hop,Romantic,Sleep,2.1,74.00191122804432,23.5,0,-5.0693009626429655
14425,61,Hip Hop,Relaxed,Workout,4.1,127.95281760754982,49.2,1,-2.797666658119274
26032,23,Classical,Energetic,Sleep,2.0,96.841549742616,54.7,0,4.06
12198,54,Hip Hop,Energetic,Workout,1.1,144.60736414176006,3.8,0,16.612226665770457
70500,46,Classical,Party,Commute,3.0,98.15603267941538,16.9,0,4.67
63394,34,Pop,Energetic,Study,0.8,210.89036120976056,14.1,0,-7.515707977642977
30079,42,Pop,Party,Workout,3.3,85.53481683110887,22.0,0,0.5445838669191537
46220,47,Electronic,Melancholic,Sleep,0.7,54.25678511174836,31.7,0,14.697244624559897
51874,18,Classical,Relaxed,Sleep,2.0,24.466475999803333,29.0,0,4.58
23859,60,Classical,Romantic,Commute,0.4,103.18039828952519,42.7,0,2.56
60460,48,Rock,Party,Party,6.7,92.01939050856066,6.1,0,-1.9450939068906725
41419,62,Rock,Energetic,Party,0.0,68.26682162362744,27.2,0,1.7144743815176458
18705,17,Electronic,Party,Sleep,2.5,188.55968738051686,55.5,0,5.4457187912420695
52880,40,Pop,Party,Party,4.2,125.98265427853823,56.1,1,3.5143986423169222
33236,22,Jazz,Energetic,Study,4.1,66.86278522183022,60.0,0,2.97
97955,20,Rock,Energetic,Party,3.8,124.77354978651903,40.9,1,8.672935644427263
95514,30,Hip Hop,Relaxed,Study,2.0,7.3254585782475985,25.2,0,-2.465314731152934
25358,38,Pop,Romantic,Sleep,9.739680313810547,91.37680605580985,37.6,1,7.880278123191734
86918,62,Jazz,Relaxed,Sleep,3.9,66.42651608269495,72.9,0,2.91
24596,53,R&B,Relaxed,Sleep,2.8,174.8980276437558,27.0,0,3.44
43572,44,Hip Hop,Energetic,Commute,2.9,223.55027361492319,62.5,0,25.706923293417763
88757,59,Country,Energetic,Party,2.0,210.12820677828907,-1.6,0,5.73
11279,27,Classical,Romantic,Workout,1.1,10.984012019888365,43.6,0,1.71
73197,19,Pop,Party,Workout,4.4,248.77456650568882,44.7,1,7.934588385831136
72516,39,Country,Relaxed,Sleep,4.5,140.5361642775965,40.6,1,3.65
17083,34,Electronic,Romantic,Party,5.994505264326104,93.13506233642838,41.6,0,3.7289626391783903
27771,32,Classical,Relaxed,Study,2.3,75.00113838210527,42.8,0,3.28
39975,61,Classical,Party,Workout,2.3,93.18719297305694,43.5,0,0.47
55648,32,Hip Hop,Relaxed,Sleep,2.5,183.77947209642747,30.0,0,-0.18087479423253314
58285,16,Country,Melancholic,Workout,2.6,65.91319898876002,30.9,0,3.68
29063,24,Classical,Romantic,Workout,3.9,161.03800560904025,14.6,1,3.07
77642,59,Rock,Energetic,Workout,1.4,125.38478817055406,46.0,0,5.642058242219055
96143,64,Pop,Relaxed,Sleep,1.2,13.656392374516066,54.5,0,5.981637784099606
47599,61,Rock,Romantic,Sleep,4.4,64.96160513603101,61.2,0,7.5062734628922625
61920,26,Hip Hop,Romantic,Commute,1.8,204.24120588200222,22.7,0,-11.27728263460472
38529,61,Jazz,Relaxed,Commute,0.6,86.13013930041309,9.1,0,6.24
45954,27,R&B,Energetic,Commute,1.8,40.74995811418329,40.6,0,1.82
37856,64,Hip Hop,Energetic,Workout,2.0,152.07843001182644,17.7,0,22.331361336209014
12573,61,Pop,Relaxed,Party,4.8,52.49814978969468,43.6,0,13.294036305429783
88344,25,Classical,Romantic,Sleep,3.9,42.60392411185594,1.9,0,1.46
45367,33,Country,Energetic,Commute,4.2,159.59413962174918,51.3,1,5.88
70774,49,Country,Relaxed,Party,3.7,172.66857531598586,37.3,1,6.17
33752,53,Electronic,Relaxed,Commute,3.9,111.8265137883341,6.2,1,-3.6727237702953617
65029,40,Hip Hop,Relaxed,Commute,1.5,141.17533987144336,39.6,0,20.926039689026517
27685,60,Pop,Romantic,Party,2.2,39.18205758327289,36.4,0,-3.154448044972733
61693,28,Electronic,Energetic,Commute,1.0,106.97188376665255,42.8,0,9.595177946971328
65961,59,Classical,Romantic,Workout,2.2,107.61499191968382,47.0,0,5.71
86908,58,Jazz,Melancholic,Workout,3.5,37.76665606028483,-1.2,0,3.84
84532,38,Hip Hop,Energetic,Workout,2.7,211.2892691423177,27.9,0,-0.9192221176153634
91994,55,Jazz,Romantic,Study,4.5,121.68612548458628,33.7,1,2.22
66133,15,Pop,Energetic,Commute,0.8,97.20696723198631,30.6,0,7.629088454949977
71268,57,Jazz,Melancholic,Study,3.3,160.49172464438445,29.7,1,3.73
48243,36,Jazz,Party,Sleep,0.6,125.19794117448801,50.8,0,4.04
67384,37,Pop,Relaxed,Party,2.6,10.00856642510033,9.0,0,1.0296176537143267
41653,33,Pop,Romantic,Sleep,3.6,103.58756184474527,30.6,1,4.290607429954445
36657,32,Hip Hop,Melancholic,Study,2.2,80.33581475920172,31.8,0,5.096717862498422
49952,26,Jazz,Melancholic,Workout,3.3,63.19779090322733,33.4,0,2.37
32180,42,Electronic,Energetic,Commute,1.1,129.1661952566964,20.3,0,-4.328583727899126
88411,42,R&B,Energetic,Commute,0.0,215.48053559275888,67.1,0,5.54
11622,47,Pop,Relaxed,Workout,3.3,118.54683917879828,49.7,1,1.234262925853101
58756,33,Classical,Energetic,Commute,5.1,158.85218042796348,68.2,1,2.94
50809,42,Jazz,Romantic,Party,1.0,113.34812664201591,44.6,0,2.54
26725,63,Pop,Romantic,Party,4.3,50.06244977317115,46.4,0,0.9508531425248079
71396,51,Electronic,Romantic,Party,2.6,160.03993490583358,34.9,0,1.4443420101631599
61226,40,Country,Party,Sleep,0.5,187.71506265271202,58.4,0,3.29
91182,49,Hip Hop,Romantic,Workout,0.8,174.07486309462698,43.5,0,3.7513194038502773
92565,48,Jazz,Energetic,Party,2.5,126.69186091888571,32.1,0,3.13
39402,49,Country,Energetic,Study,1.9,137.43907765427485,62.7,0,5.93
14263,54,Pop,Romantic,Party,0.5,32.137612348409384,15.5,0,9.227310941555302
56828,30,Pop,Melancholic,Sleep,-0.0,148.89515061200734,24.0,0,-0.31155772490478945
57924,52,Classical,Melancholic,Study,1.2,142.4162100171384,77.2,0,5.02
84182,27,Classical,Melancholic,Workout,2.8,145.8529314354677,45.1,0,4.56
69052,37,Jazz,Relaxed,Workout,2.5,150.074047469607,-4.5,0,5.9
21664,36,Country,Party,Party,5.227379383630166,133.1091215810925,50.3,0,5.21
45737,30,R&B,Romantic,Study,2.8,205.81652268173033,19.7,0,7.52
99563,42,Country,Relaxed,Study,4.1,193.1915710610196,26.4,1,4.72
39373,62,Pop,Melancholic,Party,3.1,130.67197942213065,73.3,0,0.7381687966102318
46397,49,R&B,Romantic,Party,2.3,62.82689685247705,59.8,0,1.72
96145,59,Jazz,Relaxed,Commute,3.9,102.30027303464527,65.0,0,3.67
48709,60,Pop,Energetic,Commute,1.1,206.34654344107224,25.9,0,4.22764541399201
71120,22,Classical,Melancholic,Party,2.2,-10.57886702168684,30.6,0,3.88
29250,58,Electronic,Relaxed,Sleep,10.725043461366703,167.49135821276406,38.3,0,4.306645268025762
31172,36,Rock,Energetic,Commute,0.6,138.17127214616283,48.0,0,3.3065907185840677
21555,35,R&B,Melancholic,Party,1.9,90.58901524240466,29.9,0,5.13
97410,40,Rock,Party,Study,-0.6,120.97372650787413,63.2,0,-0.008857198021213165
88617,54,Pop,Melancholic,Commute,23.324560068794835,27.995468553515032,42.4,0,-0.5176457981727363
63276,35,Country,Party,Sleep,3.55726014717964,127.47129081766629,57.4,0,4.52
67492,39,Classical,Party,Workout,4.9,171.6887549039187,23.3,1,2.62
63002,55,Hip Hop,Party,Study,2.6,171.31653486023754,28.7,0,6.116870528303575
99599,15,Hip Hop,Romantic,Sleep,3.3,171.70694199343404,38.7,0,3.4018491456262945
82355,20,Rock,Romantic,Sleep,1.8,149.408775081855,28.1,0,7.597928532511807
34762,37,Electronic,Party,Sleep,2.8,156.85357147561933,50.7,0,10.758847940577478
21046,37,Rock,Energetic,Study,3.5,145.17376291160335,51.0,1,3.3230087518283287
38769,57,Pop,Party,Sleep,3.5,85.173436256806,31.4,0,5.092212259989644
63302,57,Electronic,Relaxed,Workout,3.7,148.2406177817999,44.9,0,0.7939505353201864
33150,37,Hip Hop,Party,Commute,1.9,150.3049983221166,65.6,0,6.658551556330867
78247,46,Country,Romantic,Study,1.8,100.07060096752588,50.7,0,2.3
14853,44,Classical,Romantic,Sleep,0.1,141.54347730257135,44.8,0,2.86
99399,27,R&B,Relaxed,Party,3.3,158.0017098033392,54.4,1,3.53
31792,57,Classical,Relaxed,Commute,4.1,77.2282813964749,60.2,1,3.21
69129,32,Pop,Melancholic,Study,4.9,231.44470920456362,57.8,1,15.275573722216873
84478,37,Rock,Energetic,Party,3.0,51.81732222886899,33.9,0,1.1622173643063178
77298,29,Pop,Energetic,Party,1.4,183.31513068751119,48.5,0,-5.910592790890336
41987,47,R&B,Energetic,Sleep,-0.0,152.27606322376343,30.5,0,7.08
25850,35,Classical,Romantic,Study,4.1,180.43312801024274,34.2,1,5.76
22112,53,R&B,Energetic,Sleep,-0.2,188.71642538239544,42.2,0,2.35
34058,37,Hip Hop,Melancholic,Workout,2.0,61.61745559196455,13.3,0,3.867161544497115
55420,41,Classical,Melancholic,Party,2.2,112.05609461350339,40.5,0,2.1
48890,59,Electronic,Energetic,Workout,2.4,37.91755426514333,24.6,0,10.759264447968592
76017,58,Country,Relaxed,Sleep,2.6,82.83064581784005,17.2,0,4.0
57304,32,R&B,Melancholic,Commute,2.7,151.99063997633573,46.9,0,6.74
42921,38,Country,Relaxed,Party,-1.1,119.36692728309782,31.1,0,5.0
11524,61,Jazz,Romantic,Commute,2.5,180.90907307411302,38.3,0,4.68
25048,54,Classical,Melancholic,Study,-0.8,173.53788884250608,31.5,0,4.28
45111,56,Classical,Relaxed,Party,3.6,116.66827911298388,25.8,0,3.87
47904,21,Country,Energetic,Workout,1.7,19.67721815888041,36.8,0,0.47
64912,64,Jazz,Romantic,Commute,-0.7,44.5192800476306,14.6,0,4.57
44008,62,Electronic,Party,Study,1.3,-4.1807477047878265,33.6,0,1.8808381642653902
10060,34,Rock,Party,Party,1.6,75.89656873993079,64.7,0,1.0157119489164184
84666,41,R&B,Energetic,Study,4.3,59.28542361842018,17.0,0,4.38
93559,20,R&B,Romantic,Workout,6.593815866814733,134.75260309177946,56.4,0,1.23
65337,41,Classical,Romantic,Party,3.0,18.963936997909656,66.3,0,0.11
23350,23,Country,Romantic,Study,4.3,53.40020041793407,23.2,0,2.6
34354,59,Pop,Romantic,Sleep,2.4,98.79372871737259,39.9,0,8.664522318691422
55186,45,Classical,Party,Party,3.6,137.40274196961525,15.5,1,4.21
38145,35,Pop,Relaxed,Party,3.5,44.30307514516776,13.3,0,6.225119278763025
44020,40,Electronic,Romantic,Party,0.6,74.03941678401809,37.5,0,4.079150519193103
96123,54,Classical,Relaxed,Party,4.7,213.77206034403093,41.1,1,5.15
85186,62,R&B,Romantic,Sleep,0.4,85.05849222167768,26.5,0,2.34
95469,59,Country,Melancholic,Workout,3.9,184.87262711239794,18.0,1,7.34
30581,27,Electronic,Melancholic,Sleep,0.2,-2.8759879472998193,23.2,0,0.19020481782416016
98929,63,Electronic,Melancholic,Sleep,3.4,124.60365638077693,48.4,1,5.773508327998123
33051,37,Rock,Romantic,Study,5.3,76.43425454137373,48.5,0,5.751206738253541
61474,34,Classical,Relaxed,Commute,2.2,104.39653583499509,44.6,0,5.35
79626,51,Pop,Party,Commute,2.1,206.9062945306659,29.2,0,-0.21639332221730817
16960,42,Pop,Energetic,Study,3.4,89.24978057937032,18.9,1,9.544173914755753
45772,31,Classical,Party,Sleep,2.0,46.413717038307624,54.7,0,2.64
31520,42,Jazz,Romantic,Study,5.2,112.23213221021034,59.6,1,3.3
59481,55,Rock,Melancholic,Party,2.8,90.80005372956673,27.1,0,2.3543642134242315
46408,16,Rock,Melancholic,Study,2.0,104.99925438960284,32.6,0,1.900876841123911
67134,39,Rock,Relaxed,Study,1.7,161.97700552255367,13.0,0,10.986837331260572
30491,64,Pop,Romantic,Party,1.1,90.34166855392485,43.0,0,10.221817320202469
11341,55,Electronic,Party,Commute,1.6,-11.128492234782506,66.1,0,0.046215604602380396
54623,20,Country,Romantic,Party,2.0,127.85586670328878,49.2,0,4.51
10338,25,Jazz,Romantic,Workout,1.8,115.25338846108278,68.2,0,5.64
81431,52,R&B,Melancholic,Study,1.5,61.1566787422944,29.1,0,4.13
22254,20,Rock,Party,Study,15.184843917791227,66.70241367841486,15.4,0,-1.0230376204992038
61860,59,Pop,Energetic,Commute,1.0,67.171166768921,57.6,0,12.317203833832847
21344,25,Pop,Melancholic,Sleep,2.7,150.428865183001,37.6,0,1.7502616254703818
11750,28,R&B,Party,Party,3.4,109.79053988416283,21.6,1,2.6
64756,16,Electronic,Relaxed,Sleep,3.4,127.98743492162431,63.1,0,1.6464459949008512
77957,54,R&B,Melancholic,Workout,2.4,121.488465141091,25.9,0,1.84
68053,17,Classical,Relaxed,Party,2.1,148.93406760919126,18.2,0,1.81
80855,49,Classical,Melancholic,Workout,3.2,67.80264482384344,44.0,0,2.66
25896,47,Country,Romantic,Workout,2.9,108.49502783215954,15.5,0,6.38
65761,38,R&B,Party,Workout,8.440180829741236,184.75250676424346,50.3,0,5.98
72552,33,Country,Relaxed,Party,0.2,165.1410798734589,17.7,0,5.13
87454,32,Rock,Melancholic,Party,1.8,188.47924409188573,38.8,0,-1.612049234430816
37935,63,Country,Relaxed,Commute,0.8,124.15645632699294,39.8,0,2.63
47641,38,Rock,Melancholic,Study,1.5,58.73142211538279,39.0,0,3.1027020814875335
39711,59,Jazz,Melancholic,Sleep,2.5,105.72161304073674,15.7,0,2.99
80342,49,Country,Energetic,Sleep,3.0,100.22495638160564,32.1,0,0.57
22182,15,Electronic,Energetic,Workout,5.2,84.34161987112739,55.6,0,-5.047461974012775
97833,50,Rock,Energetic,Party,1.7,195.59371127479812,32.0,0,10.975589163274236
66276,39,Electronic,Relaxed,Party,16.612280757504184,27.273828941603504,17.7,0,3.8916112466733463
29541,59,Pop,Romantic,Workout,3.0,145.5235601718695,28.3,0,-6.381389208510023
92310,63,Rock,Melancholic,Study,4.4,90.42296636789337,16.1,0,14.784396112701783
54813,57,Pop,Party,Sleep,3.4,108.67029515830974,2.3,1,5.391929236734812
47198,48,Hip Hop,Energetic,Commute,1.0,73.61307484088799,32.4,0,0.5870453387415988
18820,39,Electronic,Relaxed,Study,-0.1,157.4373407278861,36.5,0,23.2041169874449
34070,30,Hip Hop,Relaxed,Party,3.0,244.82432076095577,45.5,0,-0.8924447033679637
79768,48,Rock,Relaxed,Workout,1.7,57.35489910698031,42.0,0,2.1897807050503815
21122,43,Pop,Party,Sleep,1.0,139.40539809548557,44.2,0,3.6143736367138115
90559,33,Rock,Party,Workout,0.6,78.02424303257868,34.4,0,3.1637505204768783
83543,37,Hip Hop,Energetic,Party,2.7,8.474177271937613,66.9,0,-1.1636882773048047
93441,33,R&B,Party,Workout,4.8,94.83192588695458,22.4,0,2.96
51786,39,R&B,Energetic,Sleep,1.9,73.06204005377971,30.2,0,2.78
16737,30,Rock,Party,Workout,3.4,27.898580514063283,59.9,0,-1.1341646499381168
46062,23,Jazz,Party,Sleep,2.3,53.5712507552065,29.2,0,3.27
64237,15,Classical,Party,Workout,0.6,79.39752275115333,33.3,0,0.24
61571,56,Hip Hop,Energetic,Workout,3.6,19.152734238277304,41.1,0,-0.8699523203004014
35510,33,Rock,Melancholic,Sleep,0.9,154.17503407951367,52.5,0,4.366099614379733
29426,47,Pop,Energetic,Workout,2.5,89.08687803840627,37.1,0,9.32063895364148
47265,48,Rock,Melancholic,Study,2.0,71.66192252034378,21.7,0,1.1654845109888274
27850,30,R&B,Relaxed,Commute,3.8,132.49076229710636,28.8,1,4.91
76150,58,Pop,Relaxed,Study,0.9,176.49414906163673,43.1,0,0.26660559604953477
97312,54,Classical,Energetic,Commute,3.1,177.9932883948437,30.6,1,6.35
99613,32,Rock,Melancholic,Study,1.2,132.63059388210982,28.0,0,8.747995537802089
84910,48,Country,Melancholic,Commute,1.7,82.1359489383934,21.0,0,2.05
62375,39,R&B,Melancholic,Workout,-14.814964426481861,42.17467220001191,52.9,0,2.52
45435,59,Country,Relaxed,Sleep,5.6,114.06915495661296,33.2,1,6.81
67132,20,Classical,Energetic,Sleep,3.3,46.65535047874597,33.3,0,1.89
88945,35,Hip Hop,Romantic,Party,1.3,103.73223780191373,45.2,0,-17.537879877594197
92050,20,Pop,Melancholic,Commute,0.8,155.48543498567076,14.6,0,16.26830835495425
12983,46,Country,Melancholic,Party,1.8,132.98482353792352,35.6,0,4.66
30662,55,Jazz,Romantic,Party,3.6,57.04144335080166,57.6,0,-0.6
33510,62,Hip Hop,Energetic,Commute,-0.718945965612334,90.664780720618,34.0,0,2.909629429443193
88187,57,Pop,Melancholic,Sleep,2.3,141.94212509516933,38.3,0,0.21910781798799028
50998,53,R&B,Energetic,Commute,5.2,125.52185312942169,38.0,0,4.3
66846,45,R&B,Melancholic,Workout,1.9742736289238465,214.2628655761456,50.9,0,5.83
16640,56,R&B,Party,Party,2.6,160.66083819211693,38.0,0,4.44
54547,24,Classical,Melancholic,Party,5.8,38.09816699447619,72.0,0,0.34
64620,44,Country,Party,Commute,3.4,164.81086987416884,38.5,1,1.78
25317,32,R&B,Energetic,Party,2.7,54.56967124316353,28.5,0,1.53
17564,38,Electronic,Melancholic,Sleep,3.3,50.19488754361128,57.7,0,11.062747664780614
37345,23,R&B,Relaxed,Party,1.9,183.58508497066745,31.8,0,3.26
89273,45,Rock,Relaxed,Commute,4.4,152.99568456471104,26.0,1,0.3935721504629094
84859,29,Classical,Romantic,Sleep,1.9,55.45365569766411,17.2,0,1.16
90765,18,Pop,Relaxed,Sleep,-0.4,150.06981423598484,42.2,0,12.88740326657469
84038,54,Pop,Party,Party,1.9,-4.143357478061489,28.1,0,-0.2405684462135329
62393,23,Pop,Relaxed,Commute,1.0,237.48605723173608,23.3,0,7.494614544078878
76081,59,Pop,Relaxed,Party,2.1,116.80603948911605,26.5,0,-5.2953055999330045
39430,23,Rock,Relaxed,Workout,2.1,30.632328045050514,29.6,0,6.249631186602865
85532,40,Hip Hop,Melancholic,Workout,4.3,143.43256246435982,47.5,1,-1.9338094001746797
37788,18,Jazz,Romantic,Sleep,3.5,121.18190549453948,42.3,1,2.74
58543,31,Electronic,Energetic,Party,2.9,217.48934681644266,32.8,0,9.148893988117333
23919,30,Rock,Romantic,Workout,2.5,109.55494595827703,43.4,0,5.834328419658083
79346,29,Pop,Party,Study,0.9,118.46142951230289,33.4,0,5.9117420777907705
49974,49,Rock,Melancholic,Workout,-0.8,36.637364670887244,38.1,0,2.146934793224555
26371,19,Classical,Melancholic,Party,2.7,166.6457266146015,25.0,0,2.58
55084,19,Jazz,Relaxed,Party,7.871078191260625,167.5423206556105,25.1,1,5.68
39629,34,Pop,Relaxed,Workout,2.3,137.24611056783772,37.3,0,-1.3710797394427314
61184,29,Electronic,Party,Party,1.7,66.89394476982001,37.3,0,16.044762694676777
71916,32,Pop,Melancholic,Party,3.2,127.23869095055741,50.2,1,3.3167167427793975
83972,61,Jazz,Energetic,Study,2.4,70.59742164927606,42.5,0,3.28
72187,16,Electronic,Romantic,Sleep,5.0,65.9487265890518,27.6,0,4.874066670297511
22984,43,Jazz,Melancholic,Party,4.3,119.48833029434188,15.8,1,4.64
43039,27,Electronic,Energetic,Commute,3.9,68.44139185159372,48.2,0,5.124851568593682
95431,18,Hip Hop,Energetic,Sleep,3.6,128.4258157362895,40.0,0,-4.573436101742973
93691,56,Country,Romantic,Sleep,0.6,152.5651357000513,49.5,0,5.79
68606,59,Hip Hop,Energetic,Commute,3.5,43.243580353483324,41.9,0,-2.5841654978677124
20616,24,Rock,Party,Workout,3.1,113.24406999521909,62.1,0,5.1716683317133505
60072,45,Rock,Energetic,Study,3.4,23.357141808222686,31.8,0,5.853295505280062
34574,55,R&B,Party,Party,3.2,12.897069018885258,35.6,0,0.03
13430,22,Electronic,Energetic,Workout,3.2,64.003910039814,46.9,0,4.567475573667444
22676,17,R&B,Relaxed,Commute,6.6,81.45688226510839,47.9,0,4.37
20816,62,R&B,Energetic,Study,2.4,185.78410736592198,39.9,0,4.75
42733,60,Pop,Party,Study,3.9,64.55867766914788,11.1,0,9.487509916496377
95680,23,Country,Energetic,Study,1.8,137.99959392100618,8.5,0,3.44
12050,44,Classical,Energetic,Commute,3.7,201.378987050532,29.2,1,5.52
43933,25,Classical,Energetic,Workout,10.846264948375609,85.83271873234015,35.3,0,4.8
34951,49,Pop,Party,Party,3.0,137.49781528443646,7.0,0,3.184702542217466
42413,51,Pop,Energetic,Study,5.0,-26.52235921321636,34.6,0,-0.002961347305485418
44801,56,Hip Hop,Romantic,Study,1.2,152.67757570805125,44.8,0,-0.37751489076758515
65619,27,Classical,Romantic,Workout,1.8,102.2711532533903,34.1,0,0.99
42913,50,Electronic,Party,Study,12.49696648601501,237.66278606529588,39.4,0,14.668418597066209
50600,27,Jazz,Relaxed,Study,3.8,94.76405709751873,43.8,0,0.2
67775,26,R&B,Romantic,Commute,2.8,91.03706985964746,11.0,0,4.81
45400,51,Rock,Melancholic,Sleep,4.4,2.592018226550138,44.8,0,0.2043170364641079
14494,24,R&B,Romantic,Workout,1.5,134.5275885164877,24.0,0,2.83
90688,23,R&B,Melancholic,Workout,0.8,62.21147017034881,31.4,0,4.59
99431,21,Jazz,Party,Workout,3.0,4.763551983840685,25.1,0,3.58
84691,16,Hip Hop,Relaxed,Commute,2.4,72.87279483464842,51.1,0,-0.2408286173044833
53001,37,Classical,Melancholic,Commute,8.562742881635986,254.4843072223279,17.4,1,4.32
77364,53,R&B,Melancholic,Party,2.5,77.77932823697714,55.7,0,4.16
55028,54,Country,Romantic,Commute,2.0,68.97521691577548,70.9,0,4.29
47573,53,Pop,Melancholic,Workout,2.4,257.78917933538713,11.7,0,9.935047663003528
10806,35,Country,Party,Party,2.5,30.838168577794995,26.2,0,3.01
66638,37,Country,Party,Sleep,2.0,97.6606002839605,44.2,0,2.51
39757,43,Classical,Party,Study,2.2,108.7248061834976,20.1,0,5.92
44636,28,Electronic,Romantic,Study,1.9,115.74747581623744,30.9,0,12.014046757729243
90097,40,Hip Hop,Relaxed,Party,3.8,44.75338974948112,37.6,0,10.031356386038588
58280,19,R&B,Romantic,Sleep,2.8,100.09559951859696,24.3,0,3.65
34262,45,R&B,Party,Study,5.9,111.71130335665681,36.2,1,4.0
90435,39,R&B,Romantic,Party,2.7,124.43598333973567,49.2,0,3.51
72211,45,Pop,Party,Commute,1.7,157.37937091774705,33.8,0,12.977997296729013
64842,64,Jazz,Energetic,Workout,6.5,-0.5316579346919106,19.4,0,3.9
66979,34,Electronic,Energetic,Sleep,3.1,25.773856870685936,52.5,0,-4.277668367680121
91470,58,Jazz,Melancholic,Study,4.0,197.09102791081878,55.8,1,5.28
48197,31,Rock,Relaxed,Workout,3.4,89.4855886253049,40.5,0,5.923214681608524
51844,59,Hip Hop,Energetic,Party,3.4,101.86761048866661,20.3,1,-0.6129990953056512
74754,16,Electronic,Party,Study,12.023861023961182,102.48665278801764,21.8,1,3.3160608969160412
44157,39,Electronic,Romantic,Workout,0.8,176.09898688270866,-0.5,0,3.369956715145283
87129,27,R&B,Romantic,Commute,3.1,174.8677625996845,26.1,1,7.45
50042,53,Jazz,Melancholic,Sleep,0.5,128.65371604040308,51.0,0,1.87
71665,42,Pop,Romantic,Party,2.2,78.61237049606993,24.7,0,1.1400961672134384
92856,56,Rock,Energetic,Study,1.4,66.72284628151199,20.7,0,1.0017831738212748
37376,20,R&B,Romantic,Commute,3.0,150.83210656316356,50.3,0,3.55
65554,17,R&B,Energetic,Sleep,3.0,81.70838275739968,52.3,0,2.94
24199,49,R&B,Energetic,Sleep,3.2,122.14278952896235,27.0,1,4.7
91412,32,Jazz,Relaxed,Commute,2.9,145.18784191259317,42.6,0,6.86
60948,25,Electronic,Melancholic,Study,1.6,109.85174572634173,22.0,0,3.8964597418101508
83781,34,Hip Hop,Party,Sleep,2.1,260.51490971878803,29.9,0,16.14853827247809
82750,19,Electronic,Energetic,Party,3.9,198.63756552400068,7.7,1,-2.1329806975267322
76262,33,Classical,Melancholic,Workout,13.690808535474044,153.2304035659982,40.4,1,4.81
56600,36,Hip Hop,Party,Party,0.8,171.39002449534965,33.5,0,-1.486751063727979
86898,33,R&B,Romantic,Sleep,0.2,103.44138731443388,24.9,0,2.08
72483,61,Hip Hop,Melancholic,Workout,1.4,91.54434228322899,33.6,0,9.919965253268826
28297,30,Electronic,Melancholic,Commute,4.1,181.4118671754405,31.8,1,8.161508587049527
40448,38,Pop,Melancholic,Workout,4.3,59.45391811369396,22.6,0,0.9001030270751222
36172,55,R&B,Romantic,Workout,1.1,-6.250928782528334,41.0,0,0.01
52874,18,Hip Hop,Romantic,Workout,3.0,23.72897266855864,30.5,0,-4.3550437038463
17657,29,Classical,Melancholic,Sleep,5.3,162.04809713859729,33.0,1,3.98
94386,39,Jazz,Relaxed,Study,3.1,164.69177227017508,13.1,1,5.52
35425,58,Pop,Energetic,Sleep,4.6,39.215146168857,33.1,0,-2.5460632396287575
36685,49,Pop,Romantic,Study,4.0,173.0123475067177,32.3,1,5.29374727090483
34578,28,Pop,Relaxed,Commute,1.1,76.47204505076498,22.6,0,2.6158990031823253
38831,63,Hip Hop,Romantic,Commute,2.2,158.60441553598884,43.0,0,10.280274018796153
17906,33,Pop,Melancholic,Commute,2.6,65.69140294847848,3.4,0,6.950411309186277
71413,52,Electronic,Relaxed,Commute,2.7,55.30508563520083,27.8,0,1.625991869189437
64028,50,Pop,Party,Commute,3.9,126.27559225854871,39.6,1,6.901880758755953
17287,21,Classical,Energetic,Party,3.1,148.3015720225493,66.5,1,4.47
43660,44,R&B,Energetic,Sleep,-1.9,204.09009878995698,14.5,0,5.74
85758,33,R&B,Romantic,Study,0.5,81.2592084150109,36.3,0,5.2
70504,63,Rock,Energetic,Commute,-0.8,134.39477729143823,43.2,0,14.678420103167179
69720,39,Classical,Party,Party,2.8,214.3578722762986,36.0,0,6.74
44701,30,Hip Hop,Relaxed,Party,2.9,66.93368461960239,16.5,0,6.142929269161173
